gene_id	seqlen
AT1G03160.3	692
AT1G03160.4	883
AT1G03165.1	66
AT1G03170.1	240
AT1G03180.1	265
AT1G03180.2	251
AT1G03180.3	179
AT1G03180.4	179
AT1G03180.5	265
AT1G03180.6	179
AT1G03190.1	758
AT1G03190.2	758
AT1G03200.1	41
AT1G03210.1	286
AT1G03210.2	314
AT1G03220.1	433
AT1G03230.1	434
AT1G03240.1	42
AT1G03250.1	245
AT1G03250.2	251
AT1G03250.3	187
AT1G03250.4	195
AT1G03260.1	274
AT1G03270.1	499
AT1G03280.1	479
AT1G03280.2	479
AT1G03280.3	479
AT1G03290.1	571
AT1G03290.2	571
AT1G03290.3	571
AT1G03290.4	571
AT1G03290.5	541
AT1G03290.6	519
AT1G03300.1	670
AT1G03310.1	882
AT1G03310.2	882
AT1G03320.1	220
AT1G03325.1	41
AT1G03330.1	93
AT1G03340.1	385
AT1G03350.1	470
AT1G03360.1	322
AT1G03365.1	823
AT1G03365.2	823
AT1G03370.1	1020
AT1G03370.2	805
AT1G03380.1	959
AT1G03390.1	461
AT1G03395.1	55
AT1G03400.1	351
AT1G03400.2	379
AT1G03410.1	398
AT1G03410.2	361
AT1G03430.1	157
AT1G03430.2	157
AT1G03440.1	397
AT1G03445.1	793
AT1G03445.2	786
AT1G03457.1	429
AT1G03457.2	438
AT1G03457.3	324
AT1G03470.1	269
AT1G03470.2	269
AT1G03470.3	269
AT1G03470.4	269
AT1G03475.1	386
AT1G03490.1	281
AT1G03495.1	346
AT1G03510.1	429
AT1G03520.1	447
AT1G03520.2	358
AT1G03530.1	801
AT1G03540.1	609
AT1G03550.1	283
AT1G03550.2	224
AT1G03550.3	224
AT1G03550.4	268
AT1G03550.5	248
AT1G03550.6	217
AT1G03550.7	202
AT1G03560.1	660
AT1G03590.1	462
AT1G03600.1	174
AT1G03610.1	308
AT1G03610.2	245
AT1G03620.1	265
AT1G03620.10	265
AT1G03620.11	265
AT1G03620.12	297
AT1G03620.13	265
AT1G03620.2	233
AT1G03620.3	233
AT1G03620.4	265
AT1G03620.5	265
AT1G03620.6	233
AT1G03620.7	265
AT1G03620.8	265
AT1G03620.9	265
AT1G03630.1	401
AT1G03630.2	399
AT1G03650.1	158
AT1G03660.1	107
AT1G03660.2	107
AT1G03670.1	616
AT1G03680.1	179
AT1G03687.1	381
AT1G03687.2	309
AT1G03700.1	164
AT1G03710.1	202
AT1G03710.2	202
AT1G03720.1	274
AT1G03720.2	266
AT1G03730.1	167
AT1G03740.1	740
AT1G03740.2	697
AT1G03750.1	862
AT1G03760.1	391
AT1G03770.1	460
AT1G03770.2	468
AT1G03770.3	462
AT1G03770.4	371
AT1G03770.5	344
AT1G03770.6	371
AT1G03780.1	687
AT1G03780.2	758
AT1G03780.3	790
AT1G03790.1	393
AT1G03800.1	245
AT1G03810.1	143
AT1G03820.1	222
AT1G03830.1	991
AT1G03830.2	1013
AT1G03840.1	506
AT1G03840.2	504
AT1G03850.1	159
AT1G03850.2	150
AT1G03850.3	156
AT1G03860.1	286
AT1G03860.2	221
AT1G03860.3	286
AT1G03870.1	247
AT1G03880.1	455
AT1G03890.1	451
AT1G03900.1	272
AT1G03905.1	290
AT1G03905.2	226
AT1G03905.3	226
AT1G03905.4	226
AT1G03910.1	672
AT1G03910.2	716
AT1G03920.1	569
AT1G03920.2	456
AT1G03920.3	569
AT1G03930.1	471
AT1G03940.1	469
AT1G03950.1	210
AT1G03960.1	529
AT1G03960.2	389
AT1G03960.3	389
AT1G03960.4	389
AT1G03960.5	500
AT1G03960.6	467
AT1G03960.7	328
AT1G03970.1	270
AT1G03980.1	367
AT1G03980.2	474
AT1G03980.3	452
AT1G03980.4	377
AT1G03982.1	177
AT1G03990.1	758
AT1G04000.1	152
AT1G04010.1	633
AT1G04020.1	713
AT1G04020.2	713
AT1G04030.1	434
AT1G04030.2	434
AT1G04040.1	271
AT1G04050.1	734
AT1G04050.2	734
AT1G04050.3	630
AT1G04070.1	94
AT1G04080.1	768
AT1G04080.2	582
AT1G04080.3	823
AT1G04080.4	768
AT1G04080.5	549
AT1G04090.1	572
AT1G04100.1	261
AT1G04105.1	133
AT1G04110.1	775
AT1G04120.1	1514
AT1G04120.2	1509
AT1G04120.3	1479
AT1G04130.1	360
AT1G04130.2	263
AT1G04140.1	790
AT1G04140.2	793
AT1G04150.1	1012
AT1G04160.1	1500
AT1G04160.2	1396
AT1G04170.1	465
AT1G04170.2	465
AT1G04180.1	421
AT1G04190.1	328
AT1G04200.1	732
AT1G04200.2	630
AT1G04200.3	706
AT1G04210.1	1112
AT1G04220.1	528
AT1G04230.1	325
AT1G04230.2	324
AT1G04240.1	189
AT1G04240.2	289
AT1G04250.1	229
AT1G04260.1	182
AT1G04270.1	152
AT1G04270.2	151
AT1G04280.1	534
AT1G04280.2	480
AT1G04290.1	155
AT1G04290.2	127
AT1G04300.1	1074
AT1G04300.2	997
AT1G04300.3	1082
AT1G04300.4	1055
AT1G04300.5	1044
AT1G04300.6	820
AT1G04310.1	645
AT1G04310.2	645
AT1G04330.1	100
AT1G04340.1	159
AT1G04350.1	360
AT1G04360.1	381
AT1G04370.1	133
AT1G04380.1	345
AT1G04380.2	271
AT1G04390.1	1002
AT1G04400.1	612
AT1G04400.2	612
AT1G04410.1	332
AT1G04420.1	412
AT1G04430.1	623
AT1G04430.2	623
AT1G04430.3	623
AT1G04440.1	468
AT1G04445.1	172
AT1G04445.2	174
AT1G04450.1	220
AT1G04455.1	117
AT1G04470.1	1035
AT1G04480.1	140
AT1G04490.1	401
AT1G04490.2	401
AT1G04490.3	401
AT1G04490.4	361
AT1G04490.5	401
AT1G04490.6	401
AT1G04490.7	401
AT1G04490.8	401
AT1G04490.9	401
AT1G04500.1	386
AT1G04500.2	384
AT1G04500.3	377
AT1G04500.4	386
AT1G04510.1	523
AT1G04510.2	523
AT1G04520.1	307
AT1G04530.1	310
AT1G04540.1	601
AT1G04550.1	173
AT1G04550.2	239
AT1G04555.1	152
AT1G04560.1	186
AT1G04570.1	542
AT1G04570.2	394
AT1G04580.1	1337
AT1G04590.1	381
AT1G04590.2	384
AT1G04600.1	1730
AT1G04610.1	437
AT1G04620.1	462
AT1G04625.1	257
AT1G04630.1	143
AT1G04635.1	151
AT1G04640.1	235
AT1G04640.2	235
AT1G04645.1	128
AT1G04650.1	997
AT1G04650.2	895
AT1G04660.1	212
AT1G04670.1	126
AT1G04680.1	431
AT1G04690.1	328
AT1G04700.1	1042
AT1G04700.2	1042
AT1G04700.3	922
AT1G04710.1	443
AT1G04730.1	943
AT1G04730.2	723
AT1G04730.3	723
AT1G04730.4	723
AT1G04750.1	219
AT1G04750.2	141
AT1G04750.3	141
AT1G04750.4	141
AT1G04760.1	220
AT1G04760.2	220
AT1G04770.1	303
AT1G04778.1	56
AT1G04780.1	664
AT1G04790.1	634
AT1G04800.1	200
AT1G04810.1	1001
AT1G04820.1	450
AT1G04830.1	448
AT1G04830.2	459
AT1G04830.3	405
AT1G04840.1	665
AT1G04850.1	413
AT1G04850.2	324
AT1G04860.1	961
AT1G04870.1	280
AT1G04870.2	383
AT1G04880.1	448
AT1G04890.1	411
AT1G04895.1	81
AT1G04900.1	442
AT1G04910.1	519
AT1G04920.1	1062
AT1G04930.1	332
AT1G04930.2	362
AT1G04930.3	244
AT1G04940.1	274
AT1G04945.1	367
AT1G04945.2	392
AT1G04945.3	644
AT1G04945.4	358
AT1G04950.1	549
AT1G04950.2	549
AT1G04950.3	549
AT1G04960.1	317
AT1G04960.2	334
AT1G04970.1	488
AT1G04970.2	362
AT1G04970.3	362
AT1G04980.1	447
AT1G04985.1	193
AT1G04985.2	135
AT1G04990.1	404
AT1G04990.2	404
AT1G04990.3	323
AT1G04990.4	303
AT1G04990.5	384
AT1G04990.6	404
AT1G05000.1	215
AT1G05000.2	247
AT1G05000.3	174
AT1G05005.1	227
AT1G05010.1	323
AT1G05020.1	653
AT1G05030.1	524
AT1G05030.2	472
AT1G05035.1	120
AT1G05040.1	166
AT1G05040.2	157
AT1G05055.1	421
AT1G05060.1	253
AT1G05065.1	83
AT1G05070.1	184
AT1G05080.1	439
AT1G05085.1	124
AT1G05087.1	265
AT1G05087.2	155
AT1G05090.1	403
AT1G05100.1	339
AT1G05120.1	833
AT1G05120.2	876
AT1G05136.1	46
AT1G05140.1	441
AT1G05150.1	808
AT1G05160.1	490
AT1G05160.2	490
AT1G05170.1	361
AT1G05170.2	407
AT1G05180.1	540
AT1G05180.2	436
AT1G05180.3	422
AT1G05190.1	223
AT1G05200.1	959
AT1G05200.2	959
AT1G05200.3	828
AT1G05200.4	675
AT1G05200.5	669
AT1G05200.6	959
AT1G05200.7	828
AT1G05205.1	91
AT1G05210.1	168
AT1G05220.1	160
AT1G05230.1	721
AT1G05230.10	721
AT1G05230.11	721
AT1G05230.12	609
AT1G05230.2	721
AT1G05230.3	719
AT1G05230.4	721
AT1G05230.5	721
AT1G05230.6	721
AT1G05230.7	721
AT1G05230.8	721
AT1G05230.9	721
AT1G05240.1	325
AT1G05250.1	325
AT1G05260.1	326
AT1G05270.1	371
AT1G05280.1	491
AT1G05280.2	466
AT1G05290.1	369
AT1G05291.1	204
AT1G05300.1	360
AT1G05300.2	267
AT1G05310.1	393
AT1G05320.1	790
AT1G05320.2	790
AT1G05320.3	790
AT1G05320.4	790
AT1G05320.5	671
AT1G05320.6	671
AT1G05320.7	790
AT1G05320.8	790
AT1G05320.9	790
AT1G05330.1	137
AT1G05340.1	72
AT1G05350.1	431
AT1G05360.1	416
AT1G05360.2	344
AT1G05360.3	344
AT1G05370.1	417
AT1G05380.1	1138
AT1G05380.2	1138
AT1G05380.3	1138
AT1G05385.1	199
AT1G05385.2	145
AT1G05400.1	132
AT1G05400.2	132
AT1G05410.1	471
AT1G05410.2	444
AT1G05420.1	226
AT1G05420.2	242
AT1G05430.1	269
AT1G05440.1	393
AT1G05450.1	50
AT1G05450.2	205
AT1G05460.1	1002
AT1G05460.2	922
AT1G05470.1	617
AT1G05470.2	617
AT1G05490.1	1410
AT1G05500.1	560
AT1G05500.2	416
AT1G05510.1	241
AT1G05520.1	783
AT1G05530.1	455
AT1G05540.1	367
AT1G05540.2	261
AT1G05550.1	236
AT1G05550.2	222
AT1G05550.3	385
AT1G05550.4	236
AT1G05560.1	469
AT1G05560.2	519
AT1G05570.1	1950
AT1G05570.2	1909
AT1G05570.3	1950
AT1G05570.4	1950
AT1G05575.1	89
AT1G05577.1	372
AT1G05580.1	867
AT1G05580.2	756
AT1G05590.1	580
AT1G05590.2	580
AT1G05590.3	580
AT1G05600.1	504
AT1G05600.2	504
AT1G05600.3	504
AT1G05610.1	476
AT1G05610.2	482
AT1G05615.1	172
AT1G05620.1	322
AT1G05620.2	302
AT1G05630.1	1170
AT1G05630.2	1136
AT1G05630.3	919
AT1G05640.1	627
AT1G05650.1	394
AT1G05660.1	394
AT1G05670.1	741
AT1G05670.2	741
AT1G05670.3	741
AT1G05675.1	453
AT1G05680.1	453
AT1G05690.1	364
AT1G05700.1	852
AT1G05700.2	883
AT1G05710.1	149
AT1G05710.10	171
AT1G05710.11	149
AT1G05710.12	149
AT1G05710.13	171
AT1G05710.14	149
AT1G05710.2	171
AT1G05710.3	149
AT1G05710.4	149
AT1G05710.5	149
AT1G05710.6	141
AT1G05710.7	171
AT1G05710.8	163
AT1G05710.9	163
AT1G05720.1	163
AT1G05730.1	149
AT1G05730.2	117
AT1G05740.1	145
AT1G05750.1	500
AT1G05750.2	500
AT1G05760.1	174
AT1G05760.2	198
AT1G05770.1	184
AT1G05780.1	106
AT1G05783.1	111
AT1G05785.1	135
AT1G05785.2	135
AT1G05785.3	129
AT1G05785.4	133
AT1G05785.5	135
AT1G05785.6	173
AT1G05785.7	173
AT1G05790.1	687
AT1G05790.2	516
AT1G05790.3	722
AT1G05790.4	509
AT1G05800.1	471
AT1G05805.1	362
AT1G05810.1	218
AT1G05810.2	264
AT1G05820.1	536
AT1G05820.2	507
AT1G05820.3	421
AT1G05820.4	396
AT1G05830.1	1083
AT1G05830.2	1083
AT1G05830.3	1083
AT1G05830.4	1083
AT1G05835.1	127
AT1G05840.1	485
AT1G05850.1	321
AT1G05850.2	321
AT1G05860.1	280
AT1G05860.2	280
AT1G05860.3	223
AT1G05870.1	189
AT1G05870.10	189
AT1G05870.11	189
AT1G05870.12	189
AT1G05870.2	189
AT1G05870.3	189
AT1G05870.4	189
AT1G05870.5	189
AT1G05870.6	189
AT1G05870.7	189
AT1G05870.8	189
AT1G05870.9	189
AT1G05880.1	489
AT1G05880.2	496
AT1G05880.3	478
AT1G05890.1	552
AT1G05890.2	594
AT1G05894.1	457
AT1G05900.1	314
AT1G05900.2	386
AT1G05910.1	1210
AT1G05920.1	315
AT1G05930.1	318
AT1G05940.1	569
AT1G05940.2	451
AT1G05940.3	529
AT1G05940.4	500
AT1G05950.1	627
AT1G05950.2	561
AT1G05950.3	610
AT1G05950.4	561
AT1G05950.5	554
AT1G05960.1	982
AT1G05960.2	1003
AT1G05960.3	982
AT1G05960.4	982
AT1G05970.1	198
AT1G05970.2	200
AT1G05990.1	150
AT1G06000.1	435
AT1G06010.1	78
AT1G06020.1	345
AT1G06030.1	329
AT1G06040.1	248
AT1G06040.2	177
AT1G06045.1	88
AT1G06050.1	313
AT1G06060.1	213
AT1G06060.2	211
AT1G06070.1	423
AT1G06080.1	305
AT1G06080.2	227
AT1G06090.1	299
AT1G06100.1	299
AT1G06110.1	436
AT1G06110.2	376
AT1G06110.3	306
AT1G06120.1	299
AT1G06130.1	331
AT1G06130.2	330
AT1G06135.1	69
AT1G06137.1	68
AT1G06140.1	558
AT1G06143.1	577
AT1G06148.1	75
AT1G06148.2	83
AT1G06150.1	734
AT1G06150.2	736
AT1G06160.1	244
AT1G06170.1	420
AT1G06170.2	420
AT1G06180.1	246
AT1G06190.1	401
AT1G06190.2	292
AT1G06190.3	299
AT1G06190.4	299
AT1G06190.5	404
AT1G06200.1	206
AT1G06200.2	243
AT1G06210.1	383
AT1G06210.2	279
AT1G06220.1	987
AT1G06220.2	987
AT1G06220.3	987
AT1G06225.1	83
AT1G06230.1	766
AT1G06230.2	766
AT1G06230.3	766
AT1G06230.4	766
AT1G06240.1	383
AT1G06250.1	423
AT1G06250.2	309
AT1G06260.1	343
AT1G06270.1	343
AT1G06280.1	206
AT1G06290.1	675
AT1G06310.1	675
AT1G06320.1	195
AT1G06330.1	150
AT1G06340.1	134
AT1G06350.1	300
AT1G06360.1	299
AT1G06360.2	315
AT1G06380.1	254
AT1G06390.1	407
AT1G06390.2	407
AT1G06400.1	216
AT1G06410.1	851
AT1G06410.2	851
AT1G06410.3	851
AT1G06420.1	221
AT1G06420.2	198
AT1G06430.1	685
AT1G06430.2	685
AT1G06430.3	685
AT1G06440.1	390
AT1G06450.1	360
AT1G06460.1	285
AT1G06470.1	414
AT1G06470.2	414
AT1G06470.3	414
AT1G06470.4	414
AT1G06475.1	93
AT1G06490.1	1958
AT1G06490.2	1933
AT1G06500.1	136
AT1G06500.2	136
AT1G06500.3	136
AT1G06500.4	136
AT1G06510.1	277
AT1G06515.1	56
AT1G06515.2	56
AT1G06520.1	585
AT1G06530.1	323
AT1G06540.1	125
AT1G06550.1	387
AT1G06560.1	599
AT1G06570.1	445
AT1G06570.2	418
AT1G06580.1	500
AT1G06580.2	394
AT1G06580.3	394
AT1G06590.1	916
AT1G06620.1	365
AT1G06620.2	284
AT1G06630.1	477
AT1G06630.2	403
AT1G06630.3	403
AT1G06630.4	403
AT1G06630.5	356
AT1G06630.6	403
AT1G06630.7	304
AT1G06630.8	356
AT1G06630.9	412
AT1G06640.1	369
AT1G06640.2	322
AT1G06640.3	286
AT1G06645.1	379
AT1G06650.1	314
AT1G06650.2	369
AT1G06660.1	481
AT1G06670.1	1576
AT1G06670.2	1548
AT1G06680.1	263
AT1G06680.2	219
AT1G06690.1	377
AT1G06700.1	361
AT1G06700.2	361
AT1G06700.3	361
AT1G06710.1	997
AT1G06710.10	987
AT1G06710.11	987
AT1G06710.12	997
AT1G06710.13	997
AT1G06710.14	987
AT1G06710.15	987
AT1G06710.16	987
AT1G06710.17	987
AT1G06710.18	987
AT1G06710.19	997
AT1G06710.2	997
AT1G06710.3	997
AT1G06710.4	997
AT1G06710.5	997
AT1G06710.6	997
AT1G06710.7	997
AT1G06710.8	997
AT1G06710.9	997
AT1G06720.1	1147
AT1G06720.2	1175
AT1G06720.3	932
AT1G06730.1	488
AT1G06740.1	726
AT1G06750.1	519
AT1G06750.2	526
AT1G06750.3	519
AT1G06760.1	274
AT1G06770.1	421
AT1G06770.2	307
AT1G06770.3	399
AT1G06780.1	589
AT1G06780.2	602
AT1G06790.1	204
AT1G06790.2	189
AT1G06800.1	515
AT1G06800.2	444
AT1G06810.1	202
AT1G06820.1	595
AT1G06820.2	521
AT1G06820.3	586
AT1G06820.4	476
AT1G06830.1	99
AT1G06840.1	953
AT1G06850.1	337
AT1G06850.2	231
AT1G06870.1	367
AT1G06890.1	357
AT1G06890.2	357
AT1G06890.3	353
AT1G06890.4	352
AT1G06900.1	1024
AT1G06910.1	390
AT1G06920.1	315
AT1G06923.1	170
AT1G06925.1	143
AT1G06930.1	169
AT1G06950.1	1016
AT1G06960.1	229
AT1G06960.2	163
AT1G06960.3	200
AT1G06960.4	150
AT1G06960.5	139
AT1G06960.6	134
AT1G06970.1	829
AT1G06980.1	169
AT1G06990.1	360
AT1G07000.1	599
AT1G07010.1	389
AT1G07010.2	385
AT1G07010.3	400
AT1G07020.1	147
AT1G07025.1	166
AT1G07030.1	326
AT1G07040.1	371
AT1G07050.1	195
AT1G07050.2	198
AT1G07060.1	233
AT1G07060.2	277
AT1G07060.3	273
