gene_id	seqlen
LOC_Os10g35580.1	333
LOC_Os10g25020.1	170
LOC_Os10g06080.1	57
LOC_Os10g02840.1	217
LOC_Os10g25100.1	173
LOC_Os10g09180.1	446
LOC_Os10g38834.1	342
LOC_Os10g30370.1	340
LOC_Os10g30370.2	321
LOC_Os10g35870.1	233
LOC_Os10g17785.1	53
LOC_Os10g33930.1	413
LOC_Os10g37260.1	518
LOC_Os10g38510.1	67
LOC_Os10g06939.1	74
LOC_Os10g19892.1	79
LOC_Os10g26800.1	87
LOC_Os10g01540.1	481
LOC_Os10g01540.2	442
LOC_Os10g36600.1	96
LOC_Os10g30180.1	184
LOC_Os10g12290.1	291
LOC_Os10g36210.1	1057
LOC_Os10g37120.1	520
LOC_Os10g30870.1	470
LOC_Os10g03855.1	130
LOC_Os10g35120.1	164
LOC_Os10g35440.1	267
LOC_Os10g42210.1	362
LOC_Os10g03100.1	834
LOC_Os10g40490.1	432
LOC_Os10g26880.1	1054
LOC_Os10g11860.1	465
LOC_Os10g28975.1	209
LOC_Os10g06900.1	86
LOC_Os10g20690.1	169
LOC_Os10g05000.1	86
LOC_Os10g33080.1	1152
LOC_Os10g26990.1	443
LOC_Os10g40570.1	483
LOC_Os10g31180.1	151
LOC_Os10g22770.1	454
LOC_Os10g03600.1	458
LOC_Os10g03600.2	458
LOC_Os10g37350.1	82
LOC_Os10g29620.1	381
LOC_Os10g22460.1	466
LOC_Os10g30620.1	493
LOC_Os10g05240.1	413
LOC_Os10g39200.1	1097
LOC_Os10g39200.4	1072
LOC_Os10g39200.2	1065
LOC_Os10g39200.3	1053
LOC_Os10g32090.1	193
LOC_Os10g21090.1	665
LOC_Os10g36780.3	491
LOC_Os10g36780.2	491
LOC_Os10g36780.1	491
LOC_Os10g36780.4	405
LOC_Os10g01520.1	596
LOC_Os10g04570.1	481
LOC_Os10g17810.1	59
LOC_Os10g15050.1	127
LOC_Os10g12400.1	210
LOC_Os10g42730.3	130
LOC_Os10g42730.2	130
LOC_Os10g42730.1	130
LOC_Os10g18150.1	712
LOC_Os10g35180.1	724
LOC_Os10g18720.1	367
LOC_Os10g33680.1	542
LOC_Os10g18760.1	176
LOC_Os10g04880.1	111
LOC_Os10g34550.1	204
LOC_Os10g35520.1	319
LOC_Os10g20610.1	600
LOC_Os10g16620.1	179
LOC_Os10g09550.1	613
LOC_Os10g04890.1	477
LOC_Os10g04890.2	474
LOC_Os10g17000.1	130
LOC_Os10g34730.1	215
LOC_Os10g07990.1	124
LOC_Os10g40700.1	276
LOC_Os10g30770.1	527
LOC_Os10g01260.1	219
LOC_Os10g01250.1	86
LOC_Os10g26010.1	487
LOC_Os10g30640.1	298
LOC_Os10g29840.1	360
LOC_Os10g39740.1	279
LOC_Os10g37410.1	587
LOC_Os10g34110.1	881
LOC_Os10g35090.1	174
LOC_Os10g08160.1	371
LOC_Os10g27340.2	309
LOC_Os10g05180.1	551
LOC_Os10g10360.3	895
LOC_Os10g10360.1	895
LOC_Os10g10360.2	895
LOC_Os10g10360.4	862
LOC_Os10g21406.1	82
LOC_Os10g29870.1	162
LOC_Os10g18750.1	111
LOC_Os10g07200.1	358
LOC_Os10g22330.1	144
LOC_Os10g34990.1	148
LOC_Os10g33190.1	132
LOC_Os10g34650.1	715
LOC_Os10g40990.1	201
LOC_Os10g42790.1	290
LOC_Os10g17040.1	494
LOC_Os10g15180.1	645
LOC_Os10g22730.2	279
LOC_Os10g22730.1	279
LOC_Os10g22730.3	279
LOC_Os10g22730.4	279
LOC_Os10g03460.1	1054
LOC_Os10g40440.1	143
LOC_Os10g24060.1	218
LOC_Os10g21238.1	184
LOC_Os10g21312.1	164
LOC_Os10g21326.1	140
LOC_Os10g29340.1	306
LOC_Os10g34300.1	765
LOC_Os10g29750.1	367
LOC_Os10g40780.1	2407
LOC_Os10g40780.3	2299
LOC_Os10g22140.1	622
LOC_Os10g11889.2	60
LOC_Os10g11889.1	60
LOC_Os10g33650.2	476
LOC_Os10g33650.1	476
LOC_Os10g33650.3	476
LOC_Os10g18490.1	181
LOC_Os10g27120.1	217
LOC_Os10g07450.2	103
LOC_Os10g07450.1	75
LOC_Os10g40480.1	137
LOC_Os10g38950.1	377
LOC_Os10g36470.2	391
LOC_Os10g39830.1	414
LOC_Os10g34000.1	276
LOC_Os10g39410.1	104
LOC_Os10g21590.2	507
LOC_Os10g21590.1	507
LOC_Os10g33210.1	611
LOC_Os10g41810.1	78
LOC_Os10g27150.1	477
LOC_Os10g09830.1	121
LOC_Os10g36030.1	231
LOC_Os10g41880.1	201
LOC_Os10g12450.1	107
LOC_Os10g06090.1	749
LOC_Os10g25400.1	402
LOC_Os10g22290.1	281
LOC_Os10g01134.1	473
LOC_Os10g01134.2	375
LOC_Os10g33960.1	841
LOC_Os10g33960.2	841
LOC_Os10g33960.3	482
LOC_Os10g33960.4	459
LOC_Os10g36390.1	574
LOC_Os10g39790.2	469
LOC_Os10g39790.3	362
LOC_Os10g39790.4	344
LOC_Os10g04720.1	660
LOC_Os10g09330.1	80
LOC_Os10g35750.1	546
LOC_Os10g27310.1	91
LOC_Os10g11600.1	134
LOC_Os10g24880.1	132
LOC_Os10g10990.1	533
LOC_Os10g10990.2	532
LOC_Os10g10990.3	530
LOC_Os10g33500.1	659
LOC_Os10g05540.1	379
LOC_Os10g42720.1	428
LOC_Os10g12090.1	83
LOC_Os10g03890.1	159
LOC_Os10g24830.1	336
LOC_Os10g26490.1	791
LOC_Os10g17770.1	416
LOC_Os10g11970.1	591
LOC_Os10g12500.1	307
LOC_Os10g08002.1	1072
LOC_Os10g18700.1	263
LOC_Os10g41230.1	312
LOC_Os10g35040.1	643
LOC_Os10g18880.1	247
LOC_Os10g40790.1	281
LOC_Os10g26440.1	52
LOC_Os10g08590.1	114
LOC_Os10g32980.1	1064
LOC_Os10g20820.1	122
LOC_Os10g18910.1	106
LOC_Os10g39910.1	1075
LOC_Os10g11980.1	486
LOC_Os10g04625.1	84
LOC_Os10g37740.1	470
LOC_Os10g05770.1	274
LOC_Os10g41330.1	274
LOC_Os10g41330.2	247
LOC_Os10g03770.1	133
LOC_Os10g03730.1	459
LOC_Os10g07390.1	160
LOC_Os10g02650.1	950
LOC_Os10g31660.1	190
LOC_Os10g20740.1	80
LOC_Os10g38930.1	337
LOC_Os10g31290.1	812
LOC_Os10g39900.1	1013
LOC_Os10g19120.1	804
LOC_Os10g07546.1	161
LOC_Os10g19230.1	412
LOC_Os10g08011.1	88
LOC_Os10g35230.1	462
LOC_Os10g26670.1	406
LOC_Os10g39260.1	395
LOC_Os10g38670.1	236
LOC_Os10g22790.1	52
LOC_Os10g38940.1	293
LOC_Os10g32372.1	113
LOC_Os10g41480.1	509
LOC_Os10g07440.1	100
LOC_Os10g04370.1	331
LOC_Os10g04370.2	331
LOC_Os10g38160.1	233
LOC_Os10g27350.1	253
LOC_Os10g15210.1	724
LOC_Os10g33730.1	700
LOC_Os10g33730.2	700
LOC_Os10g08840.1	388
LOC_Os10g08840.2	358
LOC_Os10g03320.1	493
LOC_Os10g11354.1	486
LOC_Os10g21860.1	133
LOC_Os10g22570.1	1450
LOC_Os10g27270.1	139
LOC_Os10g32990.1	1091
LOC_Os10g34940.1	113
LOC_Os10g39084.1	96
LOC_Os10g20410.1	681
LOC_Os10g17100.1	245
LOC_Os10g32600.1	168
LOC_Os10g19100.1	174
LOC_Os10g28660.1	591
LOC_Os10g38216.1	170
LOC_Os10g13940.1	538
LOC_Os10g05420.1	148
LOC_Os10g37530.1	196
LOC_Os10g02360.1	645
LOC_Os10g02940.1	193
LOC_Os10g41380.1	299
LOC_Os10g41380.2	243
LOC_Os10g38050.1	587
LOC_Os10g21272.1	134
LOC_Os10g35250.1	884
LOC_Os10g15140.1	144
LOC_Os10g21372.1	157
LOC_Os10g11320.1	182
LOC_Os10g36984.1	133
LOC_Os10g37560.1	514
LOC_Os10g42520.1	156
LOC_Os10g32300.1	365
LOC_Os10g22660.1	156
LOC_Os10g33800.1	333
LOC_Os10g33800.2	317
LOC_Os10g33800.3	220
LOC_Os10g31680.1	192
LOC_Os10g34560.1	209
LOC_Os10g34694.1	61
LOC_Os10g29560.1	917
LOC_Os10g25220.1	703
LOC_Os10g02150.1	689
LOC_Os10g13550.1	472
LOC_Os10g13550.2	443
LOC_Os10g13550.3	304
LOC_Os10g31856.1	1198
LOC_Os10g28860.1	373
LOC_Os10g42490.1	883
LOC_Os10g42490.2	883
LOC_Os10g12080.1	241
LOC_Os10g08710.1	295
LOC_Os10g35560.1	1302
LOC_Os10g35560.2	1302
LOC_Os10g04630.1	138
LOC_Os10g34920.1	180
LOC_Os10g21214.1	63
LOC_Os10g20350.1	393
LOC_Os10g20350.2	388
LOC_Os10g35444.1	83
LOC_Os10g21620.1	109
LOC_Os10g40010.1	74
LOC_Os10g42320.1	524
LOC_Os10g13670.1	426
LOC_Os10g07000.1	171
LOC_Os10g23120.1	549
LOC_Os10g09780.1	66
LOC_Os10g33750.1	426
LOC_Os10g36060.1	983
LOC_Os10g39400.1	352
LOC_Os10g40260.1	2060
LOC_Os10g41534.3	468
LOC_Os10g42800.1	565
LOC_Os10g31770.1	726
LOC_Os10g08790.1	155
LOC_Os10g33700.1	600
LOC_Os10g33700.2	600
LOC_Os10g29050.1	363
LOC_Os10g29050.2	330
LOC_Os10g01530.1	275
LOC_Os10g05660.1	326
LOC_Os10g23110.1	1415
LOC_Os10g04850.1	729
LOC_Os10g32730.1	398
LOC_Os10g32730.2	398
LOC_Os10g05890.1	196
LOC_Os10g09684.1	57
LOC_Os10g27050.1	315
LOC_Os10g13500.1	155
LOC_Os10g33050.1	113
LOC_Os10g20230.1	146
LOC_Os10g20230.2	146
LOC_Os10g41838.1	295
LOC_Os10g41838.2	295
LOC_Os10g38580.1	244
LOC_Os10g42230.2	406
LOC_Os10g42230.1	406
LOC_Os10g42230.3	201
LOC_Os10g40720.1	269
LOC_Os10g21268.1	485
LOC_Os10g35830.1	125
LOC_Os10g09770.1	138
LOC_Os10g14814.1	330
LOC_Os10g34820.2	574
LOC_Os10g34820.1	574
LOC_Os10g37690.1	414
LOC_Os10g19300.1	221
LOC_Os10g05680.1	155
LOC_Os10g05680.2	100
LOC_Os10g36260.1	169
LOC_Os10g36260.3	146
LOC_Os10g36260.2	146
LOC_Os10g13850.1	277
LOC_Os10g03740.2	352
LOC_Os10g03740.1	352
LOC_Os10g05580.1	226
LOC_Os10g10980.1	320
LOC_Os10g40090.1	270
LOC_Os10g42400.1	604
LOC_Os10g41120.1	595
LOC_Os10g13440.1	137
LOC_Os10g38954.1	124
LOC_Os10g25130.1	484
LOC_Os10g28200.1	379
LOC_Os10g28200.2	360
LOC_Os10g19902.1	79
LOC_Os10g42190.2	544
LOC_Os10g42190.1	544
LOC_Os10g17950.1	688
LOC_Os10g34360.1	390
LOC_Os10g40140.1	234
LOC_Os10g38630.1	241
LOC_Os10g38630.2	181
LOC_Os10g01670.1	81
LOC_Os10g06790.1	233
LOC_Os10g39140.1	343
LOC_Os10g39140.2	271
LOC_Os10g39140.3	258
LOC_Os10g39140.4	179
LOC_Os10g11570.1	204
LOC_Os10g10540.1	549
LOC_Os10g05610.1	70
LOC_Os10g42480.1	639
LOC_Os10g23004.1	108
LOC_Os10g23030.1	347
LOC_Os10g36960.1	534
LOC_Os10g21470.2	549
LOC_Os10g21470.1	549
LOC_Os10g25850.1	167
LOC_Os10g30450.1	360
LOC_Os10g30630.1	87
LOC_Os10g05430.1	63
LOC_Os10g30054.2	659
LOC_Os10g30054.1	647
LOC_Os10g29159.1	81
LOC_Os10g36500.1	215
LOC_Os10g36500.2	215
LOC_Os10g33920.1	371
LOC_Os10g33920.2	371
LOC_Os10g33920.3	371
LOC_Os10g38890.1	328
LOC_Os10g39700.1	179
LOC_Os10g37500.1	533
LOC_Os10g03880.1	292
LOC_Os10g22780.1	198
LOC_Os10g25300.1	137
LOC_Os10g25300.2	137
LOC_Os10g24500.1	149
LOC_Os10g33720.1	618
LOC_Os10g33720.3	618
LOC_Os10g39420.1	535
LOC_Os10g40420.1	163
LOC_Os10g02284.1	514
LOC_Os10g32030.1	1574
LOC_Os10g10724.1	69
LOC_Os10g41370.1	471
LOC_Os10g25110.1	840
LOC_Os10g07229.1	404
LOC_Os10g04170.1	585
LOC_Os10g25740.1	121
LOC_Os10g11650.1	618
LOC_Os10g10149.1	249
LOC_Os10g22960.1	366
LOC_Os10g22960.2	246
LOC_Os10g41190.1	519
LOC_Os10g41190.2	464
LOC_Os10g09990.1	529
LOC_Os10g30590.1	494
LOC_Os10g30590.2	494
LOC_Os10g40410.1	158
LOC_Os10g40410.2	126
LOC_Os10g27010.1	106
LOC_Os10g22020.1	163
LOC_Os10g08260.1	1060
LOC_Os10g31990.1	1518
LOC_Os10g10030.1	921
LOC_Os10g19331.1	174
LOC_Os10g19331.2	131
LOC_Os10g30540.1	708
LOC_Os10g03560.1	296
LOC_Os10g09170.1	306
LOC_Os10g35480.1	402
LOC_Os10g35480.2	400
LOC_Os10g17930.1	477
LOC_Os10g17790.1	358
LOC_Os10g42640.1	944
LOC_Os10g39000.1	269
LOC_Os10g03510.1	130
LOC_Os10g37290.1	101
LOC_Os10g40610.1	382
LOC_Os10g26400.2	255
LOC_Os10g26400.1	255
LOC_Os10g18099.1	277
LOC_Os10g31840.1	114
LOC_Os10g04160.1	362
LOC_Os10g20990.1	562
LOC_Os10g21358.1	94
LOC_Os10g33940.1	699
LOC_Os10g18990.1	752
LOC_Os10g27190.1	142
LOC_Os10g42110.1	513
LOC_Os10g42724.1	388
LOC_Os10g26240.1	173
LOC_Os10g42540.1	106
LOC_Os10g29950.1	350
LOC_Os10g02300.3	187
LOC_Os10g02300.1	187
LOC_Os10g02300.2	187
LOC_Os10g04860.1	1359
LOC_Os10g17890.1	304
LOC_Os10g38970.1	247
LOC_Os10g39300.1	395
LOC_Os10g39170.1	339
LOC_Os10g39390.1	406
LOC_Os10g04140.1	860
LOC_Os10g40950.1	157
LOC_Os10g04220.1	657
LOC_Os10g31530.1	190
LOC_Os10g10820.1	860
LOC_Os10g03950.1	292
LOC_Os10g41340.1	315
LOC_Os10g07510.1	270
LOC_Os10g01030.1	212
LOC_Os10g40130.1	758
LOC_Os10g33760.1	325
LOC_Os10g35960.1	621
LOC_Os10g35960.2	539
LOC_Os10g33040.1	1214
LOC_Os10g28170.1	106
LOC_Os10g37850.1	576
LOC_Os10g37850.4	561
LOC_Os10g37850.3	561
LOC_Os10g37850.2	561
LOC_Os10g28260.1	91
LOC_Os10g21040.1	281
LOC_Os10g08520.1	98
LOC_Os10g42770.1	397
LOC_Os10g28230.1	140
LOC_Os10g29230.1	370
LOC_Os10g38030.1	348
LOC_Os10g30944.2	263
LOC_Os10g19914.1	80
LOC_Os10g25160.1	101
LOC_Os10g02610.1	78
LOC_Os10g33840.2	149
LOC_Os10g33840.1	149
LOC_Os10g33840.3	127
LOC_Os10g11022.1	70
LOC_Os10g01620.1	63
LOC_Os10g17670.1	210
LOC_Os10g25580.1	82
LOC_Os10g10770.1	1000
LOC_Os10g16890.1	166
LOC_Os10g06580.1	336
LOC_Os10g38790.1	151
LOC_Os10g13800.2	186
LOC_Os10g13800.1	186
LOC_Os10g38680.1	252
LOC_Os10g40080.1	154
LOC_Os10g22170.1	422
LOC_Os10g22170.2	396
LOC_Os10g41550.1	545
LOC_Os10g32110.1	469
LOC_Os10g29880.1	484
LOC_Os10g30360.1	254
LOC_Os10g34884.1	1203
LOC_Os10g08018.1	371
LOC_Os10g04410.1	118
LOC_Os10g26164.1	412
LOC_Os10g13880.1	85
LOC_Os10g03500.1	165
LOC_Os10g31850.1	267
LOC_Os10g31850.2	242
LOC_Os10g31850.5	133
LOC_Os10g08780.1	107
LOC_Os10g41440.1	459
LOC_Os10g13630.1	522
LOC_Os10g13630.2	459
LOC_Os10g13630.3	410
LOC_Os10g11240.1	276
LOC_Os10g02625.1	105
LOC_Os10g07562.1	967
LOC_Os10g02760.1	597
LOC_Os10g02760.2	596
LOC_Os10g13914.1	189
LOC_Os10g39850.1	591
LOC_Os10g21250.1	751
LOC_Os10g36972.1	143
LOC_Os10g40160.1	832
LOC_Os10g37860.1	104
LOC_Os10g13505.1	107
LOC_Os10g12190.1	370
LOC_Os10g33970.1	515
LOC_Os10g33970.2	456
LOC_Os10g02620.1	344
LOC_Os10g35260.1	518
LOC_Os10g12220.1	833
LOC_Os10g07598.1	653
LOC_Os10g42610.1	228
LOC_Os10g42610.2	195
LOC_Os10g20060.1	154
LOC_Os10g39430.1	833
LOC_Os10g07470.1	548
LOC_Os10g31940.1	127
LOC_Os10g33620.1	329
LOC_Os10g35050.1	265
LOC_Os10g21402.1	177
LOC_Os10g16960.1	154
LOC_Os10g32810.1	536
LOC_Os10g04674.2	928
LOC_Os10g04674.1	928
LOC_Os10g04674.3	926
LOC_Os10g03050.1	395
LOC_Os10g35340.1	54
LOC_Os10g42840.1	161
LOC_Os10g42840.2	118
LOC_Os10g21322.1	74
LOC_Os10g03480.1	306
LOC_Os10g22050.1	129
LOC_Os10g33350.1	315
LOC_Os10g33350.3	274
LOC_Os10g11580.1	336
LOC_Os10g02070.1	327
LOC_Os10g31070.1	188
LOC_Os10g36010.1	154
LOC_Os10g37770.1	405
LOC_Os10g07970.1	410
LOC_Os10g20670.1	344
LOC_Os10g37590.1	138
LOC_Os10g39020.2	528
LOC_Os10g39020.1	528
LOC_Os10g08290.1	116
LOC_Os10g41490.1	335
LOC_Os10g41490.2	334
LOC_Os10g41490.3	302
LOC_Os10g34980.1	165
LOC_Os10g02470.1	145
LOC_Os10g20770.1	728
LOC_Os10g10700.1	271
LOC_Os10g07114.1	125
LOC_Os10g07114.2	124
LOC_Os10g18010.1	275
LOC_Os10g42390.1	198
LOC_Os10g36830.1	637
LOC_Os10g28640.1	660
LOC_Os10g39100.1	217
LOC_Os10g25430.1	378
LOC_Os10g04510.1	328
LOC_Os10g41460.1	337
LOC_Os10g31240.1	506
LOC_Os10g36670.1	274
LOC_Os10g30500.1	89
LOC_Os10g32790.1	223
LOC_Os10g28440.1	384
LOC_Os10g30210.1	527
LOC_Os10g35920.1	322
LOC_Os10g39760.1	500
LOC_Os10g07616.1	399
LOC_Os10g33600.1	78
LOC_Os10g09930.1	200
LOC_Os10g42220.1	210
LOC_Os10g30890.1	434
LOC_Os10g10620.1	213
LOC_Os10g36420.1	314
LOC_Os10g40740.1	466
LOC_Os10g42630.1	329
LOC_Os10g42630.2	327
LOC_Os10g42630.3	247
LOC_Os10g33140.1	512
LOC_Os10g32040.1	172
LOC_Os10g25060.1	196
LOC_Os10g07978.2	924
LOC_Os10g07978.1	924
LOC_Os10g34390.1	1253
LOC_Os10g20450.1	478
LOC_Os10g26500.1	356
LOC_Os10g28480.1	216
LOC_Os10g08830.1	341
LOC_Os10g29530.1	266
LOC_Os10g29530.2	246
LOC_Os10g29530.3	176
LOC_Os10g26640.1	91
LOC_Os10g38980.1	474
LOC_Os10g38980.2	473
LOC_Os10g38980.3	456
LOC_Os10g42270.1	191
LOC_Os10g42030.1	297
LOC_Os10g21110.1	579
LOC_Os10g01044.1	498
LOC_Os10g01044.2	424
LOC_Os10g01044.3	319
LOC_Os10g25210.1	493
LOC_Os10g25210.2	493
LOC_Os10g35500.1	306
LOC_Os10g35500.2	269
LOC_Os10g37420.1	144
LOC_Os10g37420.2	135
LOC_Os10g08430.1	82
LOC_Os10g08950.1	114
LOC_Os10g33420.1	955
LOC_Os10g32190.1	445
LOC_Os10g03290.1	122
LOC_Os10g34740.1	396
LOC_Os10g20830.1	138
LOC_Os10g38610.1	235
LOC_Os10g03400.2	599
LOC_Os10g04060.1	1275
LOC_Os10g37980.1	409
LOC_Os10g35030.1	443
LOC_Os10g35030.3	432
